Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
Expedition,2012,Saudi,White,Standard,5.4,Gas,Automatic,182000,Dammam,42500
Furniture,2013,Saudi,White,Standard,2.7,Gas,Automatic,180000,Riyadh,45000
Escalade,2015,Saudi,Black,Full,6.2,Gas,Automatic,88000,Jeddah,160000
Camry,2017,Saudi,Silver,Semi Full,2.0,Gas,Automatic,135000,Qassim,47000
EC7,2015,Other,Bronze,Standard,1.3,Gas,Manual,160000,Jeddah,14000
Expedition,2014,Saudi,White,Semi Full,5.3,Gas,Automatic,210000,Riyadh,50000
Taurus,2016,Other,White,Semi Full,3.37,Gas,Automatic,125000,Yanbu,67000
C,2016,Gulf Arabic,Silver,Full,2.0,Gas,Automatic,100500,Jeddah,120000
GL,2012,Saudi,Black,Full,4.8,Gas,Automatic,106000,Riyadh,71000
Innova,2018,Saudi,Grey,Full,2.7,Gas,Automatic,149000,Dammam,68000
Sentra,2015,Gulf Arabic,Another Color,Standard,1.5,Gas,Automatic,17100,Jeddah,25000
Ciocca,2016,Saudi,White,Full,5.7,Gas,Automatic,150000,Dammam,135000
Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,160,Al-Medina,26500
Yukon,2010,Saudi,Black,Standard,5.3,Gas,Automatic,379538,Jeddah,65000
Odyssey,2015,Gulf Arabic,Silver,Semi Full,2.5,Gas,Automatic,100000,Dammam,57000
360,2019,Saudi,Bronze,Full,1.2,Gas,Automatic,24000,Jeddah,36000
Flex,2014,Saudi,Silver,Standard,3.5,Gas,Automatic,201000,Dammam,57000
Sonata,2019,Saudi,Another Color,Full,2.4,Gas,Automatic,33000,Dammam,85000
Taurus,2013,Saudi,White,Semi Full,2.8333333333333335,Gas,Automatic,177000,Dammam,70000
Taurus,2018,Saudi,White,Standard,2.0,Gas,Automatic,69000,Dammam,82000
Optima,2018,Gulf Arabic,White,Full,2.4,Gas,Automatic,83000,Dammam,75000
Optima,2014,Saudi,White,Full,2.425,Gas,Automatic,113000,Dammam,51000
VTC,2016,Saudi,Bronze,Standard,4.0,Gas,Automatic,112000,Dammam,106000
Land Cruiser,2015,Saudi,White,Semi Full,4.0,Gas,Automatic,212000,Dammam,145000
Camry,2017,Saudi,Black,Standard,2.5,Gas,Automatic,135000,Dammam,60000
Camry,2014,Gulf Arabic,White,Standard,2.5,Gas,Automatic,199200,Dammam,48000
Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,98000,Jeddah,35000
Yukon,2011,Saudi,Black,Standard,5.3,Gas,Automatic,156000,Dammam,47000
Patrol,2017,Saudi,White,Full,6.0,Gas,Automatic,12000,Jeddah,128000
Suburban,1990,Saudi,Black,Semi Full,3.5,Gas,Automatic,140000,Aseer,5000
Expedition,2014,Saudi,White,Semi Full,5.387499999999999,Gas,Automatic,140000,Aseer,36000
Charger,2018,Saudi,Grey,Semi Full,5.7,Gas,Automatic,81000,Riyadh,125000
Range Rover,2008,Saudi,Black,Full,4.15,Gas,Automatic,300000,Dammam,27000
Tiguan,2012,Other,White,Full,2.0,Gas,Automatic,240000,Jeddah,25000
S300,2015,Other,White,Semi Full,3.6,Gas,Automatic,106000,Jeddah,75000
Hilux,2009,Saudi,White,Semi Full,2.7,Gas,Manual,426000,Aseer,32000
Other,2020,Other,Black,Standard,1.1,Gas,Manual,2848,Al-Baha,2000
Carnival,2009,Other,White,Semi Full,3.8,Gas,Automatic,176000,Jeddah,15000
Charger,2014,Saudi,Red,Full,5.7,Gas,Automatic,178,Jeddah,50000
Azera,2018,Saudi,White,Semi Full,3.5,Gas,Automatic,1100000,Riyadh,80000
Corolla,2016,Other,White,Standard,5.8,Gas,Automatic,114,Tabouk,35000
Explorer,2005,Saudi,Black,Standard,4.0,Gas,Automatic,300000,Khobar,7000
Azera,2021,Saudi,Grey,Standard,3.5,Gas,Automatic,10000,Jeddah,1800
Tahoe,2019,Gulf Arabic,White,Semi Full,8.0,Gas,Automatic,32300,Aseer,168000
Land Cruiser,2009,Saudi,White,Standard,5.0,Gas,Automatic,319,Taef,75000
Rush,2021,Saudi,White,Semi Full,1.5,Gas,Automatic,10000,Makkah,55000
Ciocca,2014,Saudi,Silver,Semi Full,1.6,Gas,Automatic,500000,Dammam,58000
Victoria,2011,Other,Blue,Semi Full,4.6,Gas,Automatic,230,Al-Ahsa,28000
D-MAX,2019,Saudi,White,Full,7.5,Diesel,Manual,40000,Abha,125000
Accent,2018,Saudi,Another Color,Semi Full,1.4,Gas,Automatic,114969,Al-Jouf,30000
Avanza,2016,Saudi,White,Standard,1.6,Gas,Automatic,115,Hafar Al-Batin,30000
Marquis,2009,Other,White,Full,4.6,Gas,Automatic,338000,Jeddah,18000
Camry,2017,Saudi,White,Full,2.342857142857143,Gas,Automatic,265,Riyadh,65000
X-Trail,2017,Saudi,Grey,Semi Full,2.5,Gas,Automatic,119000,Riyadh,51000
Cerato,2017,Saudi,Black,Standard,1.6,Gas,Automatic,132700,Dammam,29000
ES,2013,Saudi,White,Semi Full,2.5,Gas,Automatic,200000,Riyadh,75000
E,1993,Gulf Arabic,White,Full,3.2,Gas,Automatic,217396,Jeddah,35000
Emgrand,2019,Saudi,Red,Full,1.8,Gas,Automatic,43000,Riyadh,45000
C300,2013,Saudi,Brown,Full,4.76,Gas,Automatic,210,Riyadh,48000
H9,2020,Saudi,Brown,Full,2.0,Gas,Automatic,18000,Dammam,100000
Altima,2016,Saudi,White,Standard,2.5,Gas,Automatic,111000,Riyadh,48000
Furniture,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,55000,Dammam,123000
Camry,2017,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,120500,Dammam,50000
Sonata,2016,Saudi,White,Full,2.4,Gas,Automatic,140000,Dammam,56000
Elantra,2015,Saudi,White,Full,2.0,Gas,Automatic,112000,Arar,32000
Camry,2009,Saudi,White,Standard,1.6,Gas,Automatic,300000,Abha,24000
Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,65000,Dammam,35000
Nitro,2011,Saudi,White,Semi Full,3.7,Gas,Automatic,346410,Riyadh,15000
Traverse,2012,Gulf Arabic,Golden,Full,3.6,Gas,Automatic,176000,Jubail,40000
Land Cruiser,2015,Saudi,White,Full,4.6,Gas,Automatic,87300,Dammam,175000
Optra,2006,Saudi,Red,Standard,1.6,Gas,Automatic,241000,Al-Medina,12000
FJ,2014,Saudi,White,Semi Full,4.0,Gas,Automatic,237000,Jubail,85000
Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,204000,Riyadh,23000
Malibu,2014,Saudi,Black,Full,3.0,Gas,Automatic,145000,Riyadh,46000
Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,106475,Riyadh,21500
Innova,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,330,Hafar Al-Batin,46000
Trailblazer,2013,Saudi,Red,Standard,3.6,Gas,Automatic,106000,Riyadh,38500
Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,96000,Riyadh,33500
X,2011,Other,Brown,Full,5.5,Gas,Automatic,290,Riyadh,48000
Charger,2018,Saudi,Grey,Full,5.7,Gas,Automatic,160000,Aseer,2700
Taurus,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,116000,Qassim,75000
Cerato,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,31700,Makkah,1500
Yaris,2014,Saudi,Red,Full,1.5,Gas,Automatic,375000,Riyadh,24000
Datsun,2016,Gulf Arabic,White,Full,2.4,Gas,Manual,188,Hail,33000
Escalade,2004,Saudi,White,Full,6.0,Gas,Automatic,300000,Riyadh,30000
Hilux,2016,Saudi,White,Semi Full,1.0,Gas,Manual,121,Al-Medina,60500
Sedona,2016,Other,Grey,Semi Full,3.2,Gas,Automatic,118000,Jeddah,65000
Optima,2014,Gulf Arabic,White,Full,2.4,Gas,Automatic,215000,Jeddah,40000
Yukon,2007,Saudi,Black,Standard,3.6666666666666665,Gas,Automatic,262,Riyadh,30000
Acadia,2008,Saudi,Golden,Full,3.6,Gas,Automatic,220000,Riyadh,20000
Camaro,2013,Gulf Arabic,White,Full,5.7,Gas,Automatic,243,Riyadh,55000
Marquis,2010,Other,Another Color,Full,4.0,Gas,Automatic,360,Al-Medina,29000
Tahoe,2015,Saudi,Black,Standard,5.155555555555555,Gas,Automatic,250000,Yanbu,95000
Focus,2012,Saudi,Navy,Standard,1.6,Gas,Automatic,181,Riyadh,15000
ES,2016,Other,White,Full,1.5,Gas,Automatic,100000,Aseer,128000
Fusion,2015,Saudi,Grey,Semi Full,2.4,Gas,Automatic,178000,Hail,30000
Hilux,2019,Gulf Arabic,White,Full,2.7,Gas,Automatic,32595,Riyadh,105000
H6,2020,Saudi,Black,Full,2.0,Gas,Automatic,16000,Riyadh,79000
ES,2020,Saudi,White,Full,3.5,Gas,Automatic,33000,Riyadh,210000
Land Cruiser,2019,Saudi,White,Full,4.561904761904761,Diesel,Automatic,110000,Qassim,250000
RX5,2020,Saudi,Red,Full,2.0,Gas,Automatic,4500,Abha,65000
Malibu,2018,Saudi,White,Standard,2.0,Gas,Automatic,135000,Qassim,46500
Sonata,2011,Saudi,Black,Semi Full,2.2,Gas,Automatic,29000,Riyadh,23000
Ciocca,2015,Saudi,White,Full,8.0,Gas,Automatic,285000,Aseer,155000
Expedition,2012,Saudi,Black,Full,4.8,Gas,Manual,304,Al-Ahsa,38000
Cayenne Turbo GTS,2013,Saudi,Black,Full,9.0,Gas,Automatic,148000,Riyadh,115000
Corolla,2020,Saudi,Silver,Semi Full,1.6,Gas,Automatic,14000,Riyadh,1013
Azera,2015,Saudi,Black,Semi Full,3.0,Gas,Automatic,222306,Riyadh,38000
Mustang,2010,Saudi,Red,Semi Full,4.0,Gas,Manual,169000,Riyadh,50000
Tucson,2018,Saudi,Bronze,Semi Full,1.6,Gas,Automatic,27900,Riyadh,72000
Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,77000,Dammam,28500
Accent,2019,Saudi,White,Standard,1.6,Gas,Automatic,76600,Dammam,40000
Fusion,2014,Saudi,Blue,Standard,1.6,Gas,Automatic,167000,Jeddah,35000
Civic,2016,Saudi,Red,Full,2.0,Gas,Automatic,68800,Jeddah,55000
LX,2007,Saudi,Another Color,Full,8.0,Gas,Automatic,590,Taef,50000
GL,2013,Saudi,White,Full,5.0,Gas,Automatic,147000,Makkah,160000
Carnival,2016,Saudi,Another Color,Semi Full,2.575,Gas,Automatic,180,Jeddah,38000
Sorento,2010,Saudi,Black,Semi Full,3.3,Gas,Automatic,213000,Jeddah,22000
Taurus,2017,Saudi,Blue,Semi Full,4.0,Gas,Automatic,89000,Riyadh,75000
Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,117000,Qassim,60000
Sunny,2016,Gulf Arabic,White,Standard,1.5,Gas,Automatic,158000,Qassim,23000
Senta fe,2015,Saudi,White,Full,3.3,Gas,Automatic,337946,Hafar Al-Batin,45000
Elantra,2021,Other,White,Full,2.0,Gas,Automatic,3000,Riyadh,90000
Hilux,2009,Saudi,White,Full,5.3,Gas,Manual,400,Dammam,32000
City,2016,Gulf Arabic,Brown,Full,4.0,Gas,Automatic,51000,Riyadh,43000
Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,107000,Riyadh,35000
Tahoe,2011,Saudi,Red,Semi Full,5.3,Gas,Automatic,188000,Riyadh,53000
H6,2020,Saudi,Grey,Full,2.0,Gas,Automatic,16000,Riyadh,72000
Accord,2007,Saudi,White,Full,3.0,Gas,Automatic,470000,Makkah,15000
S,2014,Gulf Arabic,Black,Full,5.425,Gas,Automatic,49000,Riyadh,250000
Sierra,2017,Saudi,Red,Full,5.3,Gas,Automatic,160000,Riyadh,100000
Durango,2019,Saudi,Black,Full,3.6,Gas,Automatic,95000,Riyadh,2820
Camry,2001,Saudi,White,Semi Full,9.0,Gas,Automatic,150000,Taef,15000
Camry,2001,Other,Another Color,Semi Full,5.2,Gas,Manual,490,Aseer,19000
Expedition,2014,Saudi,Black,Standard,5.45,Gas,Automatic,151000,Riyadh,70000
Expedition,2014,Saudi,Grey,Standard,5.7,Gas,Automatic,190700,Riyadh,59000
Sierra,2015,Saudi,Black,Full,5.3,Gas,Automatic,86500,Riyadh,98000
Expedition,2014,Saudi,Silver,Semi Full,5.4,Gas,Automatic,180000,Dammam,70000
Land Cruiser 70,2003,Saudi,Brown,Standard,1.6,Gas,Manual,230000,Riyadh,69000
Expedition,2012,Saudi,Black,Standard,5.4,Gas,Automatic,195000,Riyadh,45000
SRT,2015,Saudi,Black,Full,6.4,Gas,Automatic,200,Hafar Al-Batin,115000
Pathfinder,2014,Saudi,Black,Semi Full,4.25,Gas,Automatic,119000,Hafar Al-Batin,40000
Charger,2012,Saudi,Grey,Standard,3.6,Gas,Automatic,243000,Dammam,30000
Expedition,2014,Saudi,Another Color,Full,4.0,Gas,Automatic,116000,Riyadh,50000
Rio,2013,Saudi,Navy,Standard,1.6,Gas,Automatic,300000,Jubail,19000
Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,100,Riyadh,32500
Malibu,2013,Saudi,Silver,Semi Full,2.5,Gas,Automatic,260,Riyadh,22500
Passat,2015,Saudi,Black,Semi Full,2.5,Gas,Automatic,143000,Makkah,36000
HS,2020,Saudi,White,Full,2.0,Gas,Automatic,12000,Jeddah,80000
Sonata,2016,Other,Black,Semi Full,1.6,Diesel,Automatic,180000,Jeddah,55000
D'max,2001,Other,White,Full,1.0,Diesel,Manual,1000,Jeddah,7000
CT-S,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,43000,Dammam,135000
Cressida,1994,Saudi,White,Standard,4.0,Gas,Manual,277000,Al-Medina,11000
Sonata,2015,Saudi,Grey,Full,2.4,Gas,Automatic,173000,Riyadh,43000
Azera,2008,Saudi,Black,Semi Full,2.7,Gas,Automatic,407767,Dammam,17000
Hilux,2020,Saudi,White,Full,2.4,Gas,Manual,34000,Aseer,120000
Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,212000,Riyadh,46000
Camry,2012,Saudi,Bronze,Full,2.5,Gas,Automatic,265000,Qassim,32000
Armada,2010,Saudi,Silver,Full,8.0,Gas,Automatic,133809,Dammam,60000
Land Cruiser,2007,Saudi,White,Standard,1.2,Gas,Automatic,300000,Taef,30000
Land Cruiser,2015,Saudi,White,Full,4.0,Gas,Manual,136000,Riyadh,140000
Yukon,2009,Saudi,Bronze,Standard,4.8,Gas,Automatic,350000,Riyadh,38000
Altima,2015,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,94000,Qassim,37000
Edge,2013,Saudi,Silver,Standard,4.8,Gas,Automatic,208000,Makkah,39000
Sonata,2020,Saudi,White,Semi Full,2.5,Gas,Automatic,14000,Taef,1430
The 7,2019,Saudi,Black,Full,2.5,Gas,Automatic,41000,Jeddah,235000
Ciocca,2010,Saudi,Grey,Semi Full,5.7,Gas,Automatic,270000,Jubail,65000
Tahoe,2008,Other,Black,Full,4.35,Gas,Automatic,280000,Dammam,50000
Cerato,2015,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,190000,Jazan,33000
Pegas,2020,Saudi,White,Standard,1.4,Gas,Automatic,5300,Riyadh,37500
S,2013,Saudi,Black,Full,4.666666666666667,Gas,Automatic,121000,Jeddah,118000
Cressida,1993,Other,White,Standard,2.2,Gas,Manual,49500,Aseer,9500
F150,2014,Saudi,Silver,Standard,8.0,Gas,Automatic,147000,Riyadh,80000
Tahoe,2015,Saudi,White,Semi Full,5.4,Gas,Automatic,222000,Riyadh,110000
Camry,2019,Saudi,White,Standard,2.5,Gas,Automatic,48000,Qassim,85000
Expedition,2013,Other,Black,Standard,1.4,Gas,Automatic,190000,Riyadh,47000
Hilux,2017,Saudi,White,Full,2.3666666666666667,Gas,Automatic,102000,Al-Ahsa,90000
Patrol,2017,Saudi,Grey,Full,4.65,Gas,Automatic,115000,Riyadh,117000
Land Cruiser 70,2006,Saudi,Bronze,Standard,4.5,Gas,Manual,239,Aseer,70000
FJ,2016,Gulf Arabic,White,Full,4.9,Gas,Automatic,115,Riyadh,110000
G80,2018,Other,Grey,Semi Full,3.8000000000000003,Gas,Automatic,170000,Riyadh,500
CX5,2019,Saudi,Navy,Full,2.5,Gas,Automatic,33000,Riyadh,102000
Sunny,2011,Saudi,White,Standard,1.6,Gas,Manual,311000,Riyadh,10000
Suburban,2002,Other,Bronze,Standard,5.3,Gas,Automatic,333,Riyadh,13000
The 7,2017,Gulf Arabic,White,Full,1.4,Gas,Automatic,90000,Riyadh,165000
Camry,2016,Gulf Arabic,Navy,Full,2.6,Gas,Automatic,183000,Dammam,70000
S,2007,Saudi,Grey,Full,3.8333333333333335,Gas,Automatic,270000,Al-Medina,45000
Corolla,2003,Saudi,Silver,Full,1.0,Gas,Automatic,50000,Riyadh,15000
Prado,2014,Saudi,White,Full,2.7,Gas,Automatic,157,Jeddah,80000
Elantra,2019,Saudi,Grey,Semi Full,2.0,Gas,Automatic,35000,Jeddah,63500
Tahoe,2018,Saudi,Black,Standard,5.3,Gas,Automatic,39000,Aseer,147000
Victoria,2011,Saudi,Navy,Semi Full,4.6,Gas,Automatic,312338,Riyadh,25000
Elantra,2018,Saudi,White,Full,2.0,Gas,Automatic,116,Riyadh,42000
FJ,2012,Saudi,Black,Full,4.0,Gas,Automatic,310,Abha,70000
Taurus,2015,Saudi,Grey,Full,3.5687499999999996,Gas,Automatic,180000,Riyadh,60000
GS3,2021,Other,Red,Full,1.3,Gas,Automatic,22600,Riyadh,50000
Yukon,2012,Saudi,Brown,Semi Full,5.7,Gas,Automatic,317800,Al-Ahsa,52000
Land Cruiser,2008,Saudi,Another Color,Full,8.0,Gas,Automatic,295000,Hail,65000
Malibu,2015,Saudi,Red,Semi Full,2.5,Gas,Automatic,218000,Makkah,20000
Crosstour,2010,Saudi,Silver,Full,3.5,Gas,Automatic,135000,Dammam,43000
Yaris,2017,Saudi,Brown,Standard,1.3,Gas,Automatic,201000,Dammam,35000
Land Cruiser,2017,Saudi,White,Full,5.7,Gas,Automatic,50000,Dammam,245000
500,2017,Gulf Arabic,White,Full,1.6,Gas,Automatic,112000,Riyadh,45000
Sonata,2018,Saudi,White,Standard,2.4,Gas,Automatic,69000,Riyadh,55000
Sonata,2011,Saudi,Silver,Semi Full,2.4,Gas,Automatic,186000,Jeddah,25000
Patrol,1999,Saudi,Grey,Semi Full,4.5,Gas,Manual,600000,Qassim,17000
Corolla,2019,Saudi,Red,Standard,1.6,Gas,Automatic,39000,Yanbu,52000
Camry,2016,Saudi,White,Full,2.5,Gas,Automatic,155000,Qassim,52000
Wrangler,2015,Saudi,Blue,Full,3.6,Gas,Automatic,200,Jeddah,85000
Land Cruiser,2012,Saudi,White,Full,4.6,Gas,Automatic,250000,Riyadh,85000
ML,2002,Saudi,Oily,Semi Full,3.2,Gas,Automatic,297846,Riyadh,17000
Prestige,2013,Saudi,White,Semi Full,3.8,Gas,Automatic,185000,Riyadh,40000
C300,2013,Saudi,Blue,Full,5.7,Gas,Automatic,340000,Riyadh,40000
Land Cruiser,2003,Saudi,Navy,Full,4.5,Gas,Manual,395735,Riyadh,55000
Navigator,2011,Saudi,Black,Full,5.4,Gas,Automatic,200000,Aseer,60000
Expedition,2003,Saudi,Another Color,Semi Full,8.0,Gas,Automatic,400000,Al-Medina,5000
Sonata,2019,Saudi,Red,Semi Full,2.5,Gas,Automatic,120,Khobar,1550
Navara,2013,Saudi,White,Semi Full,2.7,Gas,Automatic,189,Riyadh,35000
Sonata,2016,Saudi,Brown,Semi Full,2.4,Gas,Automatic,210000,Riyadh,35000
Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,105500,Dammam,32000
Land Cruiser 70,2006,Saudi,Another Color,Semi Full,2.7,Gas,Manual,250,Al-Baha,33000
Sunny,2010,Saudi,White,Semi Full,1.3,Gas,Automatic,294000,Dammam,9000
SEL,1991,Saudi,Black,Full,5.55,Gas,Automatic,277,Riyadh,28000
C,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,50000,Riyadh,150000
S,2012,Other,Grey,Full,4.7,Gas,Automatic,188000,Khobar,80000
S,2007,Other,Bronze,Semi Full,4.0,Gas,Automatic,200000,Dammam,75000
Senta fe,2014,Saudi,Black,Full,3.3,Gas,Automatic,150,Jeddah,50000
Hiace,2016,Saudi,White,Standard,2.7,Gas,Manual,218000,Riyadh,69500
Hilux,2015,Saudi,White,Semi Full,2.7,Gas,Manual,328000,Qassim,65000
Patrol,2009,Saudi,White,Semi Full,1.6,Gas,Manual,150,Al-Jouf,70000
Marquis,2001,Other,Silver,Standard,4.6,Gas,Automatic,293,Riyadh,10000
Pajero,2015,Gulf Arabic,White,Standard,3.5,Gas,Automatic,103900,Riyadh,50000
Avalon,2008,Other,White,Full,3.6,Gas,Automatic,201,Al-Jouf,30000
Datsun,2014,Other,White,Full,2.0,Gas,Manual,240000,Riyadh,30000
Edge,2014,Saudi,White,Semi Full,3.8,Gas,Automatic,140000,Jeddah,50000
Datsun,2008,Other,White,Standard,2.4,Gas,Manual,180,Makkah,30000
Land Cruiser 70,2016,Saudi,White,Full,4.0,Gas,Manual,190,Jazan,1414
Rio,2016,Saudi,Red,Standard,1.6,Gas,Automatic,80000,Makkah,25000
Expedition,2014,Saudi,Black,Semi Full,5.387499999999999,Gas,Automatic,184000,Jubail,52000
Cadenza,2016,Saudi,White,Standard,3.5,Gas,Automatic,130000,Riyadh,56000
DTS,2006,Saudi,Golden,Semi Full,4.8,Gas,Automatic,3000000,Al-Medina,8000
Yaris,2011,Saudi,Green,Standard,1.3,Gas,Automatic,300500,Abha,14000
Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,125000,Khobar,128000
Sunny,2009,Saudi,Golden,Standard,1.0,Gas,Automatic,377000,Riyadh,11000
Cerato,2015,Saudi,Navy,Full,2.0,Gas,Automatic,104000,Al-Ahsa,28000
S,2017,Saudi,White,Full,4.5,Gas,Automatic,53000,Jeddah,290000
Armada,2009,Gulf Arabic,White,Full,3.2,Gas,Automatic,275475,Riyadh,25000
S,2013,Saudi,Brown,Full,8.0,Gas,Automatic,160000,Jeddah,110000
Sonata,2020,Saudi,White,Full,2.5,Gas,Automatic,17000,Jeddah,1430
H1,2018,Saudi,White,Semi Full,2.4,Gas,Automatic,100,Aseer,70000
Prado,1999,Saudi,Oily,Full,2.8,Gas,Manual,230,Aseer,18000
Mustang,2010,Other,Grey,Full,4.6,Gas,Manual,170,Dammam,42000
H1,2015,Saudi,White,Standard,4.0,Gas,Automatic,400000,Jeddah,43000
Ciocca,2009,Gulf Arabic,Bronze,Full,5.7,Gas,Automatic,200000,Jeddah,48000
5,2020,Saudi,White,Standard,1.5,Gas,Automatic,3500,Dammam,41000
Camry,2016,Other,Grey,Standard,2.493333333333333,Gas,Automatic,161000,Wadi Dawasir,55000
Escalade,2007,Other,Golden,Full,6.2,Gas,Automatic,273000,Khobar,39000
Land Cruiser,2014,Gulf Arabic,White,Full,4.6,Gas,Automatic,325000,Riyadh,126000
Accent,2005,Saudi,White,Standard,1.5,Gas,Manual,294602,Dammam,5000
Civic,2020,Saudi,Silver,Semi Full,1.6,Gas,Automatic,25000,Dammam,68000
Land Cruiser,2020,Saudi,White,Standard,4.0,Gas,Automatic,30000,Riyadh,2560
500,2020,Saudi,Navy,Full,1.4,Gas,Automatic,7000,Riyadh,75000
Land Cruiser Pickup,2013,Saudi,Another Color,Semi Full,4.0,Gas,Manual,105154,Riyadh,85000
SEL,1991,Other,Navy,Full,5.6,Gas,Automatic,17000,Jeddah,100000
Tahoe,2010,Saudi,White,Standard,5.7,Gas,Automatic,177,Jeddah,45000
LS,2011,Other,White,Full,4.449999999999999,Gas,Automatic,220,Jeddah,90000
Sonata,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,155000,Riyadh,35000
Q7,2007,Saudi,White,Full,7.0,Gas,Automatic,199,Riyadh,26000
Marquis,2007,Saudi,Golden,Full,8.1,Gas,Automatic,400000,Hafar Al-Batin,20500
Range Rover,2013,Saudi,White,Semi Full,8.7,Gas,Automatic,177,Jeddah,88000
Accord,2016,Gulf Arabic,Golden,Full,2.5,Gas,Automatic,66000,Riyadh,89000
Accord,2018,Saudi,White,Semi Full,1.5,Gas,Automatic,140000,Khobar,85000
Taurus,2016,Other,Black,Semi Full,3.5,Gas,Automatic,155000,Jeddah,59000
Countryman,2017,Other,Grey,Full,1.4,Gas,Manual,100000,Jeddah,69000
6,2016,Saudi,White,Semi Full,2.25,Gas,Automatic,100000,Al-Medina,57000
Range Rover,2009,Saudi,Blue,Full,2.4,Gas,Automatic,214000,Al-Medina,85000
Opirus,2009,Saudi,White,Semi Full,6.0,Gas,Automatic,216000,Yanbu,16000
Camry,2017,Saudi,White,Semi Full,2.3111111111111113,Gas,Automatic,151233,Riyadh,56000
Suburban,1994,Saudi,Grey,Semi Full,3.75,Gas,Automatic,90531,Riyadh,9500
Camry,2014,Saudi,Black,Semi Full,9.0,Gas,Automatic,106000,Jeddah,36000
Camry,2017,Saudi,Silver,Standard,2.485185185185185,Gas,Automatic,300000,Riyadh,45000
Camry,2007,Saudi,White,Full,1.75,Gas,Automatic,420000,Al-Medina,25000
Accord,2016,Gulf Arabic,Golden,Standard,2.4,Gas,Automatic,130000,Qassim,61000
Sonata,2016,Saudi,Silver,Semi Full,2.4,Gas,Automatic,260,Dammam,40000
Creta,2018,Saudi,Red,Full,1.6,Gas,Automatic,11800,Besha,56000
Pajero,2016,Saudi,White,Standard,3.5,Gas,Automatic,137000,Riyadh,55000
Yaris,2019,Saudi,White,Standard,1.6,Gas,Automatic,85000,Najran,950
Caprice,2006,Saudi,Grey,Standard,3.6,Gas,Automatic,380000,Riyadh,5000
Suburban,2006,Saudi,Silver,Standard,6.0,Gas,Automatic,266,Yanbu,30000
LX,2014,Saudi,Golden,Full,5.6000000000000005,Gas,Automatic,73000,Riyadh,220000
Accent,2020,Saudi,Another Color,Standard,1.5,Gas,Automatic,12000,Riyadh,42000
Marquis,2003,Other,Grey,Full,1.0,Gas,Automatic,300,Al-Medina,9000
Prado,2012,Saudi,White,Full,4.0,Gas,Manual,199000,Al-Baha,73000
Ranger,2015,Saudi,Black,Full,3.2,Diesel,Manual,145000,Aseer,65000
Land Cruiser,1990,Saudi,White,Full,3.0,Gas,Manual,333892,Hail,30000
D-MAX,2016,Saudi,White,Standard,2.5,Diesel,Manual,147,Aseer,55000
Patrol,2014,Saudi,Another Color,Semi Full,5.6,Gas,Automatic,190000,Jazan,105000
Pathfinder,2005,Saudi,Silver,Semi Full,3.5,Gas,Manual,302000,Jeddah,19000
LX,2012,Saudi,White,Full,5.7,Gas,Automatic,201000,Dammam,152000
ES,2007,Other,Grey,Full,3.5,Gas,Automatic,196000,Jeddah,25000
Malibu,2017,Gulf Arabic,Black,Full,2.0,Gas,Automatic,62000,Riyadh,69000
Prado,2016,Saudi,White,Full,4.0,Gas,Automatic,143000,Jeddah,120000
Furniture,2016,Saudi,White,Full,4.0,Gas,Automatic,235000,Taef,85000
Furniture,2014,Gulf Arabic,White,Full,2.75,Gas,Automatic,169,Riyadh,60000
Superb,2008,Other,Blue,Semi Full,1.8,Gas,Automatic,200000,Riyadh,15000
MKZ,2016,Other,White,Semi Full,2.0,Gas,Automatic,112000,Makkah,70000
Accent,2017,Gulf Arabic,Brown,Standard,1.4449999999999998,Gas,Automatic,62000,Riyadh,27000
Patrol,2016,Saudi,Grey,Semi Full,5.599999999999999,Gas,Automatic,205,Riyadh,120000
Avalon,2014,Saudi,White,Standard,3.5,Gas,Automatic,155000,Hail,70000
Elantra,2019,Saudi,Grey,Full,2.0,Gas,Automatic,39000,Jubail,65000
