,Type,Year,Color,Engine_Size,Mileage,Region,Price,Gear_Type_Encoded,Options_Full,Options_Semi Full,Options_Standard,Origin_Gulf Arabic,Origin_Other,Origin_Saudi,Fuel_Type_Diesel,Fuel_Type_Gas,Fuel_Type_Hybrid
1209,0.16524216524216523,0.2009,0.0,0.35,0.032,0.038461538461538464,0.00027,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1210,0.02564102564102564,0.20139999999999997,0.5,0.45714285714285713,0.0157,0.8076923076923077,0.0006850000000000001,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1211,0.05413105413105413,0.2012,0.42857142857142855,0.53,0.006499999999999999,0.19230769230769232,0.0008,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1212,0.14245014245014245,0.2016,0.2857142857142857,0.27,0.0211,0.19230769230769232,0.00066,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1213,0.11965811965811966,0.202,0.0,0.36,0.0021,0.0,0.0012000000000000001,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1214,0.1225071225071225,0.20099999999999998,0.0,0.3633333333333333,0.040659299999999995,0.038461538461538464,0.00019,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1215,0.14245014245014245,0.20179999999999998,0.2857142857142857,0.27,0.0122,0.7692307692307693,0.0006500000000000001,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1216,0.32763532763532766,0.2015,0.2857142857142857,0.16,0.0072,0.0,0.0017000000000000001,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1217,0.23931623931623933,0.2015,0.5714285714285714,0.4,0.0096,0.5384615384615384,0.00095,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1219,0.48717948717948717,0.2009,1.0,0.1,0.0032743,0.038461538461538464,0.00027499999999999996,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1220,0.005698005698005698,0.202,0.14285714285714285,0.16,0.0024348000000000004,0.0,0.000575,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1221,0.005698005698005698,0.202,0.2857142857142857,0.16,0.0016925,0.0,0.000575,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1222,0.1225071225071225,0.20129999999999998,0.07142857142857142,0.35,0.0053393,0.0,0.000575,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1223,0.005698005698005698,0.20190000000000002,0.2857142857142857,0.16,0.0031595,0.0,0.00058,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1224,0.32763532763532766,0.2012,0.14285714285714285,0.3,0.0294,0.038461538461538464,0.00045,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1225,0.5242165242165242,0.20179999999999998,0.2857142857142857,0.3,0.00798,0.07692307692307693,0.0016,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1226,0.19943019943019943,0.2012,0.0,0.36,0.0235,0.11538461538461539,0.0005499999999999999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1227,0.4757834757834758,0.2016,0.42857142857142855,0.5,0.0077,0.038461538461538464,0.0009,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1232,0.002849002849002849,0.2008,0.2857142857142857,0.15,0.027499999999999997,0.0,0.0001,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1233,0.019943019943019943,0.2001,0.2857142857142857,0.13999999999999999,0.0399,0.6923076923076923,0.0001,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1234,0.017094017094017096,0.2017,0.2857142857142857,0.13,0.01,0.19230769230769232,0.00027,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1235,0.11965811965811966,0.20190000000000002,0.14285714285714285,0.36,0.0078,0.4230769230769231,0.00124,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1236,0.08831908831908832,0.20129999999999998,0.2857142857142857,0.2033333333333333,0.0344506,0.038461538461538464,0.00030000000000000003,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1237,0.09116809116809117,0.20139999999999997,0.2857142857142857,0.56,3.42e-05,0.46153846153846156,0.0015,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1238,0.03133903133903134,0.2016,0.2857142857142857,0.13999999999999999,1.11e-05,0.0,0.00021999999999999998,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1239,0.2336182336182336,0.20129999999999998,0.2857142857142857,0.24,0.0318,0.0,0.00026,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1240,0.16524216524216523,0.20129999999999998,0.6428571428571429,0.55,0.0184,0.0,0.00035999999999999997,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1241,0.1111111111111111,0.202,0.2857142857142857,0.36,0.002715,0.2692307692307692,0.00165,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1242,0.36182336182336183,0.2017,0.14285714285714285,0.16,0.0055005,0.038461538461538464,1.1390000000000001e-05,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1243,0.2336182336182336,0.20179999999999998,0.07142857142857142,0.24,0.0106336,0.0,0.000585,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1244,0.5270655270655271,0.20190000000000002,0.7142857142857143,0.24,0.0027817,0.0,0.000585,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1245,0.29914529914529914,0.202,0.5,0.18,0.00084,0.0,0.000585,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1246,0.2336182336182336,0.20179999999999998,0.07142857142857142,0.24,0.0079237,0.0,0.000585,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1247,0.1225071225071225,0.20129999999999998,0.07142857142857142,0.16,2.51e-05,0.0,0.00035000000000000005,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1248,0.15384615384615385,0.2016,0.07142857142857142,0.2,0.0105,0.0,0.00076,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1249,0.5299145299145299,0.2021,0.7142857142857143,0.15,0.0009,0.4230769230769231,0.0005949999999999999,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1250,0.5327635327635327,0.2011,0.07142857142857142,0.15,0.0037,0.0,0.00014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1251,0.36752136752136755,0.20129999999999998,1.0,0.2,0.024799999999999996,0.0,0.00025,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1252,0.08831908831908832,0.20190000000000002,0.14285714285714285,0.24,0.0003400000000000001,0.3076923076923077,0.00058,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1253,0.019943019943019943,0.20179999999999998,0.7142857142857143,0.35,0.0024,0.0,0.00106,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1254,0.09686609686609686,0.2012,0.2857142857142857,0.3,0.0433,0.19230769230769232,0.00030000000000000003,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1255,0.5356125356125356,0.20139999999999997,0.2857142857142857,0.37,1.0000000000000003e-05,0.2692307692307692,0.00035000000000000005,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1256,0.2222222222222222,0.202,0.2857142857142857,0.16,0.0016576,0.0,0.0005949999999999999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1257,0.014245014245014245,0.20179999999999998,0.07142857142857142,0.36,0.0110519,0.0,0.000585,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1258,0.2222222222222222,0.202,0.2857142857142857,0.16,0.0013736,0.0,0.0006000000000000001,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1259,0.03418803418803419,0.20179999999999998,0.2857142857142857,0.16,0.0028449,0.0,0.0005949999999999999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1260,0.5384615384615384,0.2009,0.2857142857142857,0.48,0.0251,0.0,0.0006000000000000001,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1261,0.045584045584045586,0.2021,0.2857142857142857,0.27,0.0011,0.2692307692307692,0.001,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1263,0.4415954415954416,0.20129999999999998,0.14285714285714285,0.5700000000000001,0.0213,0.0,0.0004,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1264,0.13675213675213677,0.19980000000000003,0.2857142857142857,0.24,0.065,0.0,0.00012000000000000002,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1265,0.045584045584045586,0.20129999999999998,0.07142857142857142,0.41,0.028500000000000004,0.2692307692307692,0.0005499999999999999,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1266,0.27350427350427353,0.20059999999999997,0.7857142857142857,0.45999999999999996,0.032,0.34615384615384615,0.000195,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1267,0.5413105413105413,0.2016,0.07142857142857142,0.35,0.0132,0.07692307692307693,0.0009,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1268,0.1225071225071225,0.20190000000000002,0.2857142857142857,0.2,0.00895,0.038461538461538464,0.00076,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1269,0.07122507122507123,0.20139999999999997,0.42857142857142855,0.545,0.0143,0.0,0.0006000000000000001,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1270,0.22792022792022792,0.2015,0.07142857142857142,0.25,0.0296,0.038461538461538464,0.00043,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1271,0.19373219373219372,0.2017,0.14285714285714285,0.16,0.002,0.0,0.00041000000000000005,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1272,0.41595441595441596,0.2015,0.07142857142857142,0.6,0.0121,0.0,0.0008500000000000001,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1273,0.42165242165242167,0.2021,0.35714285714285715,0.4,2.5e-05,0.038461538461538464,0.00179,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1274,0.019943019943019943,0.2017,0.2857142857142857,0.25,0.010986200000000002,0.0,0.0005949999999999999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1275,0.005698005698005698,0.202,0.2857142857142857,0.16,0.0009495,0.0,0.0005949999999999999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1276,0.08831908831908832,0.20190000000000002,0.14285714285714285,0.24,0.0070676,0.0,0.0005949999999999999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1277,0.5441595441595442,0.202,0.07142857142857142,0.13999999999999999,0.0067095,0.0,0.0006000000000000001,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1278,0.5128205128205128,0.20129999999999998,0.2857142857142857,0.13,0.0041,0.0,0.00015000000000000001,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1279,0.14245014245014245,0.20129999999999998,0.2857142857142857,0.27,2.9e-05,0.5384615384615384,0.0005499999999999999,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1280,0.4045584045584046,0.2009,0.0,0.4,0.014000000000000002,0.0,0.00021999999999999998,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1281,0.19943019943019943,0.2016,0.2857142857142857,0.5,1.38e-05,0.0,0.0009,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1282,0.005698005698005698,0.2017,0.42857142857142855,0.16,0.0099,0.0,0.00038500000000000003,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1283,0.18518518518518517,0.2021,0.07142857142857142,0.35,0.00018,0.038461538461538464,0.00182,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1284,0.5470085470085471,0.202,0.2857142857142857,0.15,0.0017,0.0,0.00052,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1285,0.301994301994302,0.2016,0.2857142857142857,0.38,0.0216,0.07692307692307693,0.00058,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1286,0.5498575498575499,0.202,0.5714285714285714,0.37,0.0002,0.038461538461538464,0.00155,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1287,0.34472934472934474,0.2015,0.14285714285714285,0.27,0.0122,0.11538461538461539,0.00043,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1288,0.5527065527065527,0.2021,0.7142857142857143,0.2,0.00025,0.038461538461538464,0.00098,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1289,0.5213675213675214,0.2017,0.14285714285714285,0.35,0.0075,0.3076923076923077,0.00125,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1290,0.5555555555555556,0.20059999999999997,0.14285714285714285,0.5599999999999999,0.0266,0.038461538461538464,0.00025,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1291,0.20512820512820512,0.202,0.6428571428571429,0.2,0.003,0.038461538461538464,0.0016,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1292,0.5441595441595442,0.202,0.07142857142857142,0.13999999999999999,0.0064355,0.0,0.0006000000000000001,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1293,0.09686609686609686,0.2017,0.42857142857142855,0.3,0.0107154,0.0,0.00061,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1294,0.2336182336182336,0.20179999999999998,0.07142857142857142,0.24,0.0088826,0.0,0.000605,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1295,0.1794871794871795,0.2017,0.7142857142857143,0.25,0.009117,0.0,0.000605,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1296,0.1452991452991453,0.20059999999999997,0.0,0.2,0.023,0.19230769230769232,0.00029,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1297,0.1452991452991453,0.20059999999999997,0.0,0.2,0.023,0.19230769230769232,0.00029,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1298,0.07407407407407407,0.202,0.14285714285714285,0.25,0.003,0.0,0.0014249999999999998,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1300,0.5612535612535613,0.2001,0.42857142857142855,0.15,0.048,0.038461538461538464,0.0001,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1301,0.1225071225071225,0.2017,0.14285714285714285,0.6,0.0075,0.07692307692307693,0.0006500000000000001,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1302,0.07407407407407407,0.2017,0.2857142857142857,0.35,0.009690599999999999,0.0,0.00116,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1303,0.11965811965811966,0.2016,0.6428571428571429,0.5700000000000001,0.0142,0.0,0.00089,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1304,0.045584045584045586,0.2009,0.5714285714285714,0.2333333333333333,2.5e-05,0.34615384615384615,0.0004,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1305,0.08831908831908832,0.20179999999999998,0.5714285714285714,0.24,0.0120966,0.0,0.00049,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1306,0.35327635327635326,0.20190000000000002,0.6428571428571429,0.16,0.0069358,0.0,0.000605,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1307,0.35327635327635326,0.20190000000000002,0.6428571428571429,0.16,0.0073406,0.0,0.000605,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1308,0.5270655270655271,0.20190000000000002,0.5,0.24,0.0032209,0.0,0.00061,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1309,0.1794871794871795,0.202,0.2857142857142857,0.2,0.0029814000000000004,0.0,0.000615,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1310,0.1111111111111111,0.202,0.6428571428571429,0.36,0.0052,0.4230769230769231,0.00162,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1311,0.1794871794871795,0.20179999999999998,0.5714285714285714,0.25,1.98e-05,0.038461538461538464,0.0005499999999999999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1312,0.017094017094017096,0.2016,0.6428571428571429,0.14250000000000002,0.012999999999999998,0.8076923076923077,0.00030000000000000003,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1313,0.5413105413105413,0.2016,0.14285714285714285,0.3,1.66e-05,0.3076923076923077,0.0009,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1314,0.34472934472934474,0.2015,0.2857142857142857,0.27,0.0749,0.0,0.00046,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1317,0.06267806267806268,0.2017,0.2857142857142857,0.25,0.0175,0.07692307692307693,0.00049,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1318,0.1737891737891738,0.202,0.2857142857142857,0.16,0.0027,0.038461538461538464,0.00025,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1320,0.05128205128205128,0.2015,0.2857142857142857,0.3,0.0125,0.0,0.00165,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1321,0.08831908831908832,0.20179999999999998,0.14285714285714285,0.24,0.0066,0.0,1.67e-05,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1322,0.019943019943019943,0.2004,0.5,0.35,0.0322,0.0,0.00023,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1323,0.5669515669515669,0.2015,0.2857142857142857,0.24,0.0233,0.0,0.00028,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1324,0.28774928774928776,0.20139999999999997,0.2857142857142857,0.62,0.011800000000000001,0.0,0.001,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1325,0.002849002849002849,0.20179999999999998,0.14285714285714285,0.15,0.0069,0.0,0.00028,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1326,0.41025641025641024,0.2021,0.5714285714285714,0.15,0.00028,0.038461538461538464,0.00057,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1327,0.1623931623931624,0.2017,0.7142857142857143,0.35,0.0158543,0.0,0.000615,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1328,0.08831908831908832,0.20190000000000002,0.0,0.24,0.0127974,0.0,0.000615,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1329,0.07977207977207977,0.20179999999999998,0.6428571428571429,0.2,0.0143479,0.0,0.000615,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1330,0.019943019943019943,0.2017,0.07142857142857142,0.25,0.0101732,0.0,0.000615,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1331,0.02564102564102564,0.2016,0.2857142857142857,0.53,0.0139,0.0,0.0010999999999999998,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1332,0.22507122507122507,0.20190000000000002,0.07142857142857142,0.13999999999999999,0.0055,0.19230769230769232,0.00035999999999999997,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1333,0.3903133903133903,0.20099999999999998,0.2857142857142857,0.18,0.012,0.34615384615384615,0.0007700000000000001,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1334,0.3903133903133903,0.2012,0.14285714285714285,0.18,0.015,0.34615384615384615,0.00095,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1336,0.0,0.20049999999999998,0.0,0.5700000000000001,0.03,0.038461538461538464,0.0002,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1337,0.3190883190883191,0.20139999999999997,0.7142857142857143,0.43,0.0213,0.07692307692307693,0.0007000000000000001,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1338,0.20797720797720798,0.2016,0.2857142857142857,0.2,0.0099,0.07692307692307693,0.00129,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1339,0.22507122507122507,0.202,0.2857142857142857,0.13999999999999999,3e-05,0.07692307692307693,0.00057,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1340,0.5698005698005698,0.2015,0.7142857142857143,0.15,0.0098,0.07692307692307693,0.00035000000000000005,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1341,0.08831908831908832,0.2017,0.2857142857142857,0.25,1.54e-05,0.3076923076923077,0.00049,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1342,0.42165242165242167,0.202,0.2857142857142857,0.2,0.00125,0.0,0.0015,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1343,0.04843304843304843,0.2015,0.5714285714285714,0.35,0.007299999999999999,0.038461538461538464,0.0010999999999999998,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1344,0.011396011396011397,0.2015,0.2857142857142857,0.47000000000000003,0.0137,0.3076923076923077,0.0015,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1345,0.21367521367521367,0.20139999999999997,0.2857142857142857,0.35,0.01285,0.15384615384615385,0.00049,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1346,0.011396011396011397,0.20070000000000002,0.2857142857142857,0.4833333333333333,3.15e-05,0.15384615384615385,0.0006000000000000001,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1347,0.27350427350427353,0.2011,0.07142857142857142,0.36,0.012900000000000002,0.07692307692307693,0.00025,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1348,0.03418803418803419,0.2009,0.2857142857142857,0.25,3.6e-05,0.038461538461538464,0.00015000000000000001,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1349,0.02849002849002849,0.20099999999999998,0.21428571428571427,0.35,0.0168,0.038461538461538464,0.00058,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1350,0.2336182336182336,0.20179999999999998,0.07142857142857142,0.24,0.0106327,0.0,0.000615,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1351,0.2336182336182336,0.20179999999999998,0.07142857142857142,0.24,0.0090706,0.0,0.000615,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1352,0.301994301994302,0.2016,0.2857142857142857,0.35,0.0153042,0.0,0.000615,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1353,0.08831908831908832,0.20179999999999998,0.14285714285714285,0.24,0.0084655,0.0,0.000615,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1354,0.43304843304843305,0.2017,0.0,0.2,0.0054,0.07692307692307693,0.0007000000000000001,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1355,0.05413105413105413,0.2016,0.0,0.53,0.0048,0.07692307692307693,0.00145,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1357,0.28774928774928776,0.20179999999999998,0.42857142857142855,0.53,0.0061,0.07692307692307693,0.00145,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1358,0.07407407407407407,0.2017,0.2857142857142857,0.35,0.006199999999999999,0.0,0.00136,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1360,0.11965811965811966,0.2016,0.14285714285714285,0.5700000000000001,0.0123,0.0,0.00109,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1361,0.039886039886039885,0.2016,0.14285714285714285,0.39666666666666667,0.0174,0.11538461538461539,0.0012000000000000001,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1362,0.5726495726495726,0.202,0.2857142857142857,0.15,0.0041,0.3076923076923077,9.879999999999999e-06,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1363,0.5413105413105413,0.2016,0.2857142857142857,0.2,0.0096,0.07692307692307693,0.00108,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1364,0.22507122507122507,0.2008,0.6428571428571429,0.1,0.032388,0.038461538461538464,8.999999999999999e-05,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1365,0.27350427350427353,0.19970000000000002,0.8571428571428571,0.48,3.77e-05,0.07692307692307693,0.00012000000000000002,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1366,0.0,0.20129999999999998,0.2857142857142857,0.1,2.2e-05,0.07692307692307693,0.00042000000000000007,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1367,0.11396011396011396,0.20129999999999998,0.2857142857142857,0.3,0.011,0.07692307692307693,0.0011300000000000001,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1368,0.14814814814814814,0.2016,0.2857142857142857,0.35,0.0128644,0.0,0.00118,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1369,0.11965811965811966,0.2017,0.14285714285714285,0.5700000000000001,0.0141,0.0,0.00108,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1370,0.02564102564102564,0.2017,0.42857142857142855,0.62,0.010592,0.0,0.00149,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1371,0.5754985754985755,0.20190000000000002,0.21428571428571427,0.2,0.0040301,0.0,0.000615,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1372,0.042735042735042736,0.2017,0.2857142857142857,0.16,0.0020258,0.0,0.000615,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1373,0.50997150997151,0.2021,0.14285714285714285,0.18,0.0006017999999999999,0.0,0.00062,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1374,0.08831908831908832,0.20190000000000002,0.14285714285714285,0.24,0.0113057,0.0,0.000625,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1375,0.2621082621082621,0.2017,0.2857142857142857,0.36,0.010882799999999998,0.0,0.0009400000000000001,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1376,0.17094017094017094,0.2016,0.6428571428571429,0.36,0.0118993,0.0,0.00107,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1377,0.20797720797720798,0.2015,0.2857142857142857,0.2,0.0051201,0.0,0.0011899999999999999,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
